subsidy,n_paired,b05_mean,b30_mean,diff,effect_size,b05_peak,b30_peak
0.0,10,0.009999999999999998,0.010799999999999999,0.0008000000000000004,0.44721359549995826,5.0,5.0
1000.0,10,0.009999999999999998,0.0118,0.0018000000000000013,0.6657034581740766,5.0,5.0
2000.0,10,1.0,1.0,0.0,UNSTABLE / NOT INFORMATIVE,347.8,438.8
3000.0,10,0.9724,0.9597999999999999,-0.012600000000000167,-0.31015922963493175,359.5,438.8
4000.0,10,0.8232000000000002,0.9305999999999999,0.10739999999999972,0.8461590781240308,356.0,438.9
5000.0,10,1.0,1.0,0.0,UNSTABLE / NOT INFORMATIVE,495.0,495.0
