subsidy,n_runs,mean_pct,std_pct,median_pct,min_pct,max_pct,mean_peak,tipping_freq,time_50_mean
0.0,60,0.057433333333333336,0.20720090689765105,0.01,0.01,0.988,23.266666666666666,0.05,2.0
1000.0,60,0.0576,0.20716612510212792,0.01,0.01,0.988,23.283333333333335,0.05,2.0
2000.0,60,1.0,0.0,1.0,1.0,1.0,436.8833333333333,1.0,11.233333333333333
3000.0,60,0.9699666666666666,0.046771701812051696,0.995,0.812,1.0,422.45,1.0,5.616666666666666
4000.0,60,0.9321333333333333,0.105338754062048,0.983,0.606,1.0,427.98333333333335,1.0,2.183333333333333
5000.0,60,1.0,0.0,1.0,1.0,1.0,495.0,1.0,1.0
