,dynamic_policy_x,final_adoption,policy_efficiency,emissions_efficiency,total_expenditure
0,False,402.96363636363634,909091312.0637282,3727274379.4612856,816363.6363636364
1,True,479.42,479.88776690318,1967.539844303038,998429.1352601156
