run_id,model_class_x,subsidy,dynamic_policy_x,time_to_50,peak_velocity,tipping_occurred
R3_STAT_1000.0_False_watts_strogatz_50,STATIC_BASELINE,1000.0,False,25,5,0
R3_STAT_1000.0_False_watts_strogatz_51,STATIC_BASELINE,1000.0,False,25,5,0
R3_STAT_2000.0_False_barabasi_albert_42,STATIC_BASELINE,2000.0,False,18,492,1
R3_STAT_2000.0_False_barabasi_albert_43,STATIC_BASELINE,2000.0,False,18,492,1
R3_STAT_2000.0_False_barabasi_albert_44,STATIC_BASELINE,2000.0,False,18,492,1
R3_STAT_2000.0_False_barabasi_albert_45,STATIC_BASELINE,2000.0,False,18,492,1
R3_STAT_2000.0_False_barabasi_albert_46,STATIC_BASELINE,2000.0,False,18,492,1
R3_STAT_2000.0_False_barabasi_albert_47,STATIC_BASELINE,2000.0,False,18,492,1
R3_STAT_2000.0_False_barabasi_albert_48,STATIC_BASELINE,2000.0,False,18,492,1
R3_STAT_2000.0_False_barabasi_albert_49,STATIC_BASELINE,2000.0,False,18,492,1
R3_STAT_2000.0_False_barabasi_albert_50,STATIC_BASELINE,2000.0,False,18,492,1
R3_STAT_2000.0_False_barabasi_albert_51,STATIC_BASELINE,2000.0,False,18,493,1
R3_STAT_2000.0_False_watts_strogatz_42,STATIC_BASELINE,2000.0,False,18,492,1
R3_STAT_2000.0_False_watts_strogatz_43,STATIC_BASELINE,2000.0,False,18,492,1
R3_STAT_2000.0_False_watts_strogatz_44,STATIC_BASELINE,2000.0,False,18,492,1
R3_STAT_2000.0_False_watts_strogatz_45,STATIC_BASELINE,2000.0,False,18,492,1
R3_STAT_2000.0_False_watts_strogatz_46,STATIC_BASELINE,2000.0,False,18,492,1
R3_STAT_2000.0_False_watts_strogatz_47,STATIC_BASELINE,2000.0,False,18,492,1
R3_STAT_2000.0_False_watts_strogatz_48,STATIC_BASELINE,2000.0,False,18,492,1
R3_STAT_2000.0_False_watts_strogatz_49,STATIC_BASELINE,2000.0,False,18,492,1
R3_STAT_2000.0_False_watts_strogatz_50,STATIC_BASELINE,2000.0,False,18,492,1
R3_STAT_2000.0_False_watts_strogatz_51,STATIC_BASELINE,2000.0,False,18,493,1
R3_STAT_3000.0_False_barabasi_albert_42,STATIC_BASELINE,3000.0,False,10,492,1
R3_STAT_3000.0_False_barabasi_albert_43,STATIC_BASELINE,3000.0,False,10,492,1
R3_STAT_3000.0_False_barabasi_albert_44,STATIC_BASELINE,3000.0,False,10,492,1
R3_STAT_3000.0_False_barabasi_albert_45,STATIC_BASELINE,3000.0,False,10,492,1
R3_STAT_3000.0_False_barabasi_albert_46,STATIC_BASELINE,3000.0,False,10,492,1
R3_STAT_3000.0_False_barabasi_albert_47,STATIC_BASELINE,3000.0,False,10,492,1
R3_STAT_3000.0_False_barabasi_albert_48,STATIC_BASELINE,3000.0,False,10,492,1
R3_STAT_3000.0_False_barabasi_albert_49,STATIC_BASELINE,3000.0,False,10,492,1
R3_STAT_3000.0_False_barabasi_albert_50,STATIC_BASELINE,3000.0,False,10,492,1
R3_STAT_3000.0_False_barabasi_albert_51,STATIC_BASELINE,3000.0,False,10,493,1
R3_STAT_3000.0_False_watts_strogatz_42,STATIC_BASELINE,3000.0,False,10,492,1
R3_STAT_3000.0_False_watts_strogatz_43,STATIC_BASELINE,3000.0,False,10,492,1
R3_STAT_3000.0_False_watts_strogatz_44,STATIC_BASELINE,3000.0,False,10,492,1
R3_STAT_3000.0_False_watts_strogatz_45,STATIC_BASELINE,3000.0,False,10,492,1
R3_STAT_3000.0_False_watts_strogatz_46,STATIC_BASELINE,3000.0,False,10,492,1
R3_STAT_3000.0_False_watts_strogatz_47,STATIC_BASELINE,3000.0,False,10,492,1
R3_STAT_3000.0_False_watts_strogatz_48,STATIC_BASELINE,3000.0,False,10,492,1
R3_STAT_3000.0_False_watts_strogatz_49,STATIC_BASELINE,3000.0,False,10,492,1
R3_STAT_3000.0_False_watts_strogatz_50,STATIC_BASELINE,3000.0,False,10,492,1
R3_STAT_3000.0_False_watts_strogatz_51,STATIC_BASELINE,3000.0,False,10,493,1
R3_STAT_4000.0_False_barabasi_albert_42,STATIC_BASELINE,4000.0,False,7,479,1
R3_STAT_4000.0_False_barabasi_albert_43,STATIC_BASELINE,4000.0,False,7,479,1
R3_STAT_4000.0_False_barabasi_albert_44,STATIC_BASELINE,4000.0,False,7,479,1
R3_STAT_4000.0_False_barabasi_albert_45,STATIC_BASELINE,4000.0,False,7,479,1
R3_STAT_4000.0_False_barabasi_albert_46,STATIC_BASELINE,4000.0,False,7,479,1
R3_STAT_4000.0_False_barabasi_albert_47,STATIC_BASELINE,4000.0,False,7,479,1
R3_STAT_4000.0_False_barabasi_albert_48,STATIC_BASELINE,4000.0,False,7,479,1
R3_STAT_4000.0_False_barabasi_albert_49,STATIC_BASELINE,4000.0,False,7,479,1
R3_STAT_4000.0_False_barabasi_albert_50,STATIC_BASELINE,4000.0,False,7,479,1
R3_STAT_4000.0_False_barabasi_albert_51,STATIC_BASELINE,4000.0,False,7,480,1
R3_STAT_4000.0_False_watts_strogatz_42,STATIC_BASELINE,4000.0,False,7,479,1
R3_STAT_4000.0_False_watts_strogatz_43,STATIC_BASELINE,4000.0,False,7,479,1
R3_STAT_4000.0_False_watts_strogatz_44,STATIC_BASELINE,4000.0,False,7,479,1
R3_STAT_4000.0_False_watts_strogatz_45,STATIC_BASELINE,4000.0,False,7,479,1
R3_STAT_4000.0_False_watts_strogatz_46,STATIC_BASELINE,4000.0,False,7,479,1
R3_STAT_4000.0_False_watts_strogatz_47,STATIC_BASELINE,4000.0,False,7,479,1
R3_STAT_4000.0_False_watts_strogatz_48,STATIC_BASELINE,4000.0,False,7,479,1
R3_STAT_4000.0_False_watts_strogatz_49,STATIC_BASELINE,4000.0,False,7,479,1
R3_STAT_4000.0_False_watts_strogatz_50,STATIC_BASELINE,4000.0,False,7,479,1
R3_STAT_4000.0_False_watts_strogatz_51,STATIC_BASELINE,4000.0,False,7,480,1
R3_STAT_5000.0_False_barabasi_albert_42,STATIC_BASELINE,5000.0,False,1,495,1
R3_STAT_5000.0_False_barabasi_albert_43,STATIC_BASELINE,5000.0,False,1,495,1
R3_STAT_5000.0_False_barabasi_albert_44,STATIC_BASELINE,5000.0,False,1,495,1
R3_STAT_5000.0_False_barabasi_albert_45,STATIC_BASELINE,5000.0,False,1,495,1
R3_STAT_5000.0_False_barabasi_albert_46,STATIC_BASELINE,5000.0,False,1,495,1
R3_STAT_5000.0_False_barabasi_albert_47,STATIC_BASELINE,5000.0,False,1,495,1
R3_STAT_5000.0_False_barabasi_albert_48,STATIC_BASELINE,5000.0,False,1,495,1
R3_STAT_5000.0_False_barabasi_albert_49,STATIC_BASELINE,5000.0,False,1,495,1
R3_STAT_5000.0_False_barabasi_albert_50,STATIC_BASELINE,5000.0,False,1,495,1
R3_STAT_5000.0_False_barabasi_albert_51,STATIC_BASELINE,5000.0,False,1,495,1
R3_STAT_5000.0_False_watts_strogatz_42,STATIC_BASELINE,5000.0,False,1,495,1
R3_STAT_5000.0_False_watts_strogatz_43,STATIC_BASELINE,5000.0,False,1,495,1
R3_STAT_5000.0_False_watts_strogatz_44,STATIC_BASELINE,5000.0,False,1,495,1
R3_STAT_5000.0_False_watts_strogatz_45,STATIC_BASELINE,5000.0,False,1,495,1
R3_STAT_5000.0_False_watts_strogatz_46,STATIC_BASELINE,5000.0,False,1,495,1
R3_STAT_5000.0_False_watts_strogatz_47,STATIC_BASELINE,5000.0,False,1,495,1
R3_STAT_5000.0_False_watts_strogatz_48,STATIC_BASELINE,5000.0,False,1,495,1
R3_STAT_5000.0_False_watts_strogatz_49,STATIC_BASELINE,5000.0,False,1,495,1
R3_STAT_5000.0_False_watts_strogatz_50,STATIC_BASELINE,5000.0,False,1,495,1
R3_STAT_5000.0_False_watts_strogatz_51,STATIC_BASELINE,5000.0,False,1,495,1
