run_id,model_class,baseline_provider,constant_vs_empirical,cognitive,topology,beta,subsidy,seed,n_agents,horizon
R_44_barabasi_albert_0.15_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,barabasi_albert,0.15,0.0,44,500,24
R_44_barabasi_albert_0.15_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,barabasi_albert,0.15,0.0,44,500,24
R_44_barabasi_albert_0.3_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,barabasi_albert,0.3,0.0,44,500,24
R_44_barabasi_albert_0.3_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,barabasi_albert,0.3,0.0,44,500,24
R_44_STATIC_0_emp,STATIC_BASELINE,empirical,empirical,False,NA,NA,0.0,44,500,24
R_44_STATIC_1000.0_emp,STATIC_BASELINE,empirical,empirical,False,NA,NA,1000.0,44,500,24
R_44_STATIC_5000.0_emp,STATIC_BASELINE,empirical,empirical,False,NA,NA,5000.0,44,500,24
R_44_watts_strogatz_0.05_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,watts_strogatz,0.05,0.0,44,500,24
R_44_watts_strogatz_0.05_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.05,0.0,44,500,24
R_44_watts_strogatz_0.15_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,watts_strogatz,0.15,0.0,44,500,24
R_44_watts_strogatz_0.15_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.15,0.0,44,500,24
R_44_watts_strogatz_0.3_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,watts_strogatz,0.3,0.0,44,500,24
R_44_watts_strogatz_0.3_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.3,0.0,44,500,24
R_44_ws_0.15_0_emp_cog,HYBRID_COGNITIVE_ABM,empirical,empirical,True,watts_strogatz,0.15,0.0,44,500,24
R_44_ws_0.15_1000.0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.15,1000.0,44,500,24
R_44_ws_0.15_5000.0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.15,5000.0,44,500,24
R_45_barabasi_albert_0.05_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,barabasi_albert,0.05,0.0,45,500,24
R_45_barabasi_albert_0.05_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,barabasi_albert,0.05,0.0,45,500,24
R_45_barabasi_albert_0.15_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,barabasi_albert,0.15,0.0,45,500,24
R_45_barabasi_albert_0.15_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,barabasi_albert,0.15,0.0,45,500,24
R_45_barabasi_albert_0.3_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,barabasi_albert,0.3,0.0,45,500,24
R_45_barabasi_albert_0.3_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,barabasi_albert,0.3,0.0,45,500,24
R_45_STATIC_0_emp,STATIC_BASELINE,empirical,empirical,False,NA,NA,0.0,45,500,24
R_45_STATIC_1000.0_emp,STATIC_BASELINE,empirical,empirical,False,NA,NA,1000.0,45,500,24
R_45_STATIC_5000.0_emp,STATIC_BASELINE,empirical,empirical,False,NA,NA,5000.0,45,500,24
R_45_watts_strogatz_0.05_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,watts_strogatz,0.05,0.0,45,500,24
R_45_watts_strogatz_0.05_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.05,0.0,45,500,24
R_45_watts_strogatz_0.15_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,watts_strogatz,0.15,0.0,45,500,24
R_45_watts_strogatz_0.15_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.15,0.0,45,500,24
R_45_watts_strogatz_0.3_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,watts_strogatz,0.3,0.0,45,500,24
R_45_watts_strogatz_0.3_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.3,0.0,45,500,24
R_45_ws_0.15_0_emp_cog,HYBRID_COGNITIVE_ABM,empirical,empirical,True,watts_strogatz,0.15,0.0,45,500,24
R_45_ws_0.15_1000.0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.15,1000.0,45,500,24
R_45_ws_0.15_5000.0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.15,5000.0,45,500,24
R_46_barabasi_albert_0.05_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,barabasi_albert,0.05,0.0,46,500,24
R_46_barabasi_albert_0.05_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,barabasi_albert,0.05,0.0,46,500,24
R_46_barabasi_albert_0.15_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,barabasi_albert,0.15,0.0,46,500,24
R_46_barabasi_albert_0.15_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,barabasi_albert,0.15,0.0,46,500,24
R_46_barabasi_albert_0.3_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,barabasi_albert,0.3,0.0,46,500,24
R_46_barabasi_albert_0.3_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,barabasi_albert,0.3,0.0,46,500,24
R_46_STATIC_0_emp,STATIC_BASELINE,empirical,empirical,False,NA,NA,0.0,46,500,24
R_46_STATIC_1000.0_emp,STATIC_BASELINE,empirical,empirical,False,NA,NA,1000.0,46,500,24
R_46_STATIC_5000.0_emp,STATIC_BASELINE,empirical,empirical,False,NA,NA,5000.0,46,500,24
R_46_watts_strogatz_0.05_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,watts_strogatz,0.05,0.0,46,500,24
R_46_watts_strogatz_0.05_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.05,0.0,46,500,24
R_46_watts_strogatz_0.15_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,watts_strogatz,0.15,0.0,46,500,24
R_46_watts_strogatz_0.15_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.15,0.0,46,500,24
R_46_watts_strogatz_0.3_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,watts_strogatz,0.3,0.0,46,500,24
R_46_watts_strogatz_0.3_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.3,0.0,46,500,24
R_46_ws_0.15_0_emp_cog,HYBRID_COGNITIVE_ABM,empirical,empirical,True,watts_strogatz,0.15,0.0,46,500,24
R_46_ws_0.15_1000.0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.15,1000.0,46,500,24
R_46_ws_0.15_5000.0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.15,5000.0,46,500,24
R_47_barabasi_albert_0.05_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,barabasi_albert,0.05,0.0,47,500,24
R_47_barabasi_albert_0.05_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,barabasi_albert,0.05,0.0,47,500,24
R_47_barabasi_albert_0.15_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,barabasi_albert,0.15,0.0,47,500,24
R_47_barabasi_albert_0.15_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,barabasi_albert,0.15,0.0,47,500,24
R_47_barabasi_albert_0.3_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,barabasi_albert,0.3,0.0,47,500,24
R_47_barabasi_albert_0.3_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,barabasi_albert,0.3,0.0,47,500,24
R_47_STATIC_0_emp,STATIC_BASELINE,empirical,empirical,False,NA,NA,0.0,47,500,24
R_47_STATIC_1000.0_emp,STATIC_BASELINE,empirical,empirical,False,NA,NA,1000.0,47,500,24
R_47_STATIC_5000.0_emp,STATIC_BASELINE,empirical,empirical,False,NA,NA,5000.0,47,500,24
R_47_watts_strogatz_0.05_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,watts_strogatz,0.05,0.0,47,500,24
R_47_watts_strogatz_0.05_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.05,0.0,47,500,24
R_47_watts_strogatz_0.15_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,watts_strogatz,0.15,0.0,47,500,24
R_47_watts_strogatz_0.15_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.15,0.0,47,500,24
R_47_watts_strogatz_0.3_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,watts_strogatz,0.3,0.0,47,500,24
R_47_watts_strogatz_0.3_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.3,0.0,47,500,24
R_47_ws_0.15_0_emp_cog,HYBRID_COGNITIVE_ABM,empirical,empirical,True,watts_strogatz,0.15,0.0,47,500,24
R_47_ws_0.15_1000.0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.15,1000.0,47,500,24
R_47_ws_0.15_5000.0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.15,5000.0,47,500,24
R_48_barabasi_albert_0.05_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,barabasi_albert,0.05,0.0,48,500,24
R_48_barabasi_albert_0.05_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,barabasi_albert,0.05,0.0,48,500,24
R_48_barabasi_albert_0.15_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,barabasi_albert,0.15,0.0,48,500,24
R_48_barabasi_albert_0.15_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,barabasi_albert,0.15,0.0,48,500,24
R_48_barabasi_albert_0.3_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,barabasi_albert,0.3,0.0,48,500,24
R_48_barabasi_albert_0.3_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,barabasi_albert,0.3,0.0,48,500,24
R_48_STATIC_0_emp,STATIC_BASELINE,empirical,empirical,False,NA,NA,0.0,48,500,24
R_48_STATIC_1000.0_emp,STATIC_BASELINE,empirical,empirical,False,NA,NA,1000.0,48,500,24
R_48_STATIC_5000.0_emp,STATIC_BASELINE,empirical,empirical,False,NA,NA,5000.0,48,500,24
R_48_watts_strogatz_0.05_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,watts_strogatz,0.05,0.0,48,500,24
R_48_watts_strogatz_0.05_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.05,0.0,48,500,24
R_48_watts_strogatz_0.15_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,watts_strogatz,0.15,0.0,48,500,24
R_48_watts_strogatz_0.15_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.15,0.0,48,500,24
R_48_watts_strogatz_0.3_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,watts_strogatz,0.3,0.0,48,500,24
R_48_watts_strogatz_0.3_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.3,0.0,48,500,24
R_48_ws_0.15_0_emp_cog,HYBRID_COGNITIVE_ABM,empirical,empirical,True,watts_strogatz,0.15,0.0,48,500,24
R_48_ws_0.15_1000.0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.15,1000.0,48,500,24
R_48_ws_0.15_5000.0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.15,5000.0,48,500,24
R_49_barabasi_albert_0.05_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,barabasi_albert,0.05,0.0,49,500,24
R_49_barabasi_albert_0.05_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,barabasi_albert,0.05,0.0,49,500,24
R_49_barabasi_albert_0.15_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,barabasi_albert,0.15,0.0,49,500,24
R_49_barabasi_albert_0.15_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,barabasi_albert,0.15,0.0,49,500,24
R_49_barabasi_albert_0.3_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,barabasi_albert,0.3,0.0,49,500,24
R_49_barabasi_albert_0.3_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,barabasi_albert,0.3,0.0,49,500,24
R_49_STATIC_0_emp,STATIC_BASELINE,empirical,empirical,False,NA,NA,0.0,49,500,24
R_49_STATIC_1000.0_emp,STATIC_BASELINE,empirical,empirical,False,NA,NA,1000.0,49,500,24
R_49_STATIC_5000.0_emp,STATIC_BASELINE,empirical,empirical,False,NA,NA,5000.0,49,500,24
R_49_watts_strogatz_0.05_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,watts_strogatz,0.05,0.0,49,500,24
R_49_watts_strogatz_0.05_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.05,0.0,49,500,24
R_49_watts_strogatz_0.15_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,watts_strogatz,0.15,0.0,49,500,24
R_49_watts_strogatz_0.15_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.15,0.0,49,500,24
R_49_watts_strogatz_0.3_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,watts_strogatz,0.3,0.0,49,500,24
R_49_watts_strogatz_0.3_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.3,0.0,49,500,24
R_49_ws_0.15_0_emp_cog,HYBRID_COGNITIVE_ABM,empirical,empirical,True,watts_strogatz,0.15,0.0,49,500,24
R_49_ws_0.15_1000.0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.15,1000.0,49,500,24
R_49_ws_0.15_5000.0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.15,5000.0,49,500,24
R_50_barabasi_albert_0.05_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,barabasi_albert,0.05,0.0,50,500,24
R_50_barabasi_albert_0.05_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,barabasi_albert,0.05,0.0,50,500,24
R_50_barabasi_albert_0.15_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,barabasi_albert,0.15,0.0,50,500,24
R_50_barabasi_albert_0.15_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,barabasi_albert,0.15,0.0,50,500,24
R_50_barabasi_albert_0.3_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,barabasi_albert,0.3,0.0,50,500,24
R_50_barabasi_albert_0.3_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,barabasi_albert,0.3,0.0,50,500,24
R_50_STATIC_0_emp,STATIC_BASELINE,empirical,empirical,False,NA,NA,0.0,50,500,24
R_50_STATIC_1000.0_emp,STATIC_BASELINE,empirical,empirical,False,NA,NA,1000.0,50,500,24
R_50_STATIC_5000.0_emp,STATIC_BASELINE,empirical,empirical,False,NA,NA,5000.0,50,500,24
R_50_watts_strogatz_0.05_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,watts_strogatz,0.05,0.0,50,500,24
R_50_watts_strogatz_0.05_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.05,0.0,50,500,24
R_50_watts_strogatz_0.15_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,watts_strogatz,0.15,0.0,50,500,24
R_50_watts_strogatz_0.15_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.15,0.0,50,500,24
R_50_watts_strogatz_0.3_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,watts_strogatz,0.3,0.0,50,500,24
R_50_watts_strogatz_0.3_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.3,0.0,50,500,24
R_50_ws_0.15_0_emp_cog,HYBRID_COGNITIVE_ABM,empirical,empirical,True,watts_strogatz,0.15,0.0,50,500,24
R_50_ws_0.15_1000.0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.15,1000.0,50,500,24
R_50_ws_0.15_5000.0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,watts_strogatz,0.15,5000.0,50,500,24
R_51_barabasi_albert_0.05_0_const,DETERMINISTIC_EMPIRICAL_ABM,constant,constant,False,barabasi_albert,0.05,0.0,51,500,24
R_51_barabasi_albert_0.05_0_emp,DETERMINISTIC_EMPIRICAL_ABM,empirical,empirical,False,barabasi_albert,0.05,0.0,51,500,24
